CustomerKey,OrderDate,ProductKey,year,Teritory,sub_category,main_category,OrderQuantity,Age,Price,Cost,Payed
20982,2021-07-04,490,2021,United Kingdom,21,3,1,79,53.99,41.57,53.99
20982,2021-07-04,581,2021,United Kingdom,2,1,1,79,1700.99,1082.51,1700.99
11010,2021-07-15,360,2021,Australia,1,1,1,57,2049.1,1105.81,2049.1
18217,2021-07-16,214,2021,Australia,31,4,1,51,34.99,13.09,34.99
18217,2021-07-16,377,2021,Australia,2,1,1,51,2181.56,1320.68,2181.56
26308,2021-07-27,490,2021,Northwest,21,3,1,52,53.99,41.57,53.99
26308,2021-07-27,586,2021,Northwest,3,1,1,52,742.35,461.44,742.35
11339,2021-07-29,214,2021,France,31,4,1,60,34.99,13.09,34.99
11339,2021-07-29,358,2021,France,1,1,1,60,2049.1,1105.81,2049.1
15548,2021-07-31,477,2021,Southwest,28,4,2,61,4.99,1.87,9.98
15548,2021-07-31,478,2021,Southwest,28,4,2,61,9.99,3.74,19.98
15548,2021-07-31,598,2021,Southwest,1,1,1,61,539.99,294.58,539.99
11276,2021-08-02,480,2021,Canada,37,4,2,58,2.29,0.86,4.58
11276,2021-08-02,529,2021,Canada,37,4,2,58,3.99,1.49,7.98
11276,2021-08-02,539,2021,Canada,37,4,2,58,24.99,9.35,49.98
11113,2021-08-05,477,2021,Australia,28,4,2,59,4.99,1.87,9.98
11113,2021-08-05,478,2021,Australia,28,4,2,59,9.99,3.74,19.98
11113,2021-08-05,215,2021,Australia,31,4,1,59,33.64,12.03,33.64
19443,2021-08-10,223,2021,Germany,19,3,2,70,8.64,5.71,17.28
19443,2021-08-10,214,2021,Germany,31,4,1,70,34.99,13.09,34.99
19443,2021-08-10,383,2021,Germany,2,1,1,70,1000.44,605.65,1000.44
11113,2021-08-13,528,2021,Australia,37,4,2,59,4.99,1.87,9.98
11113,2021-08-13,535,2021,Australia,37,4,2,59,24.99,9.35,49.98
11113,2021-08-13,485,2021,Australia,30,4,1,59,21.98,8.22,21.98
11276,2021-08-13,214,2021,Canada,31,4,1,58,34.99,13.09,34.99
25743,2021-08-16,223,2021,France,19,3,2,51,8.64,5.71,17.28
25743,2021-08-16,214,2021,France,31,4,1,51,34.99,13.09,34.99
25743,2021-08-16,572,2021,France,3,1,1,51,742.35,461.44,742.35
14736,2021-09-02,485,2021,Northwest,30,4,2,67,21.98,8.22,43.96
14736,2021-09-02,471,2021,Northwest,25,3,1,67,63.5,23.75,63.5
11754,2021-09-03,352,2021,Australia,1,1,1,51,2071.42,1117.86,2071.42
12130,2021-09-06,478,2021,Germany,28,4,3,65,9.99,3.74,29.97
12130,2021-09-06,477,2021,Germany,28,4,2,65,4.99,1.87,9.98
12130,2021-09-06,356,2021,Germany,1,1,1,65,2071.42,1117.86,2071.42
17189,2021-09-10,464,2021,Germany,20,3,2,66,23.55,9.71,47.1
17189,2021-09-10,485,2021,Germany,30,4,2,66,21.98,8.22,43.96
25485,2021-09-14,223,2021,France,19,3,2,56,8.64,5.71,17.28
25485,2021-09-14,577,2021,France,3,1,1,56,1214.85,755.15,1214.85
11906,2021-09-18,477,2021,Australia,28,4,3,54,4.99,1.87,14.97
11906,2021-09-18,478,2021,Australia,28,4,2,54,9.99,3.74,19.98
11906,2021-09-18,485,2021,Australia,30,4,2,54,21.98,8.22,43.96
11906,2021-09-18,220,2021,Australia,31,4,1,54,33.64,12.03,33.64
11906,2021-09-18,356,2021,Australia,1,1,1,54,2071.42,1117.86,2071.42
22006,2021-09-19,528,2021,Australia,37,4,3,61,4.99,1.87,14.97
22006,2021-09-19,480,2021,Australia,37,4,2,61,2.29,0.86,4.58
22006,2021-09-19,537,2021,Australia,37,4,1,61,35.0,13.09,35.0
15100,2021-09-20,214,2021,Germany,31,4,1,75,34.99,13.09,34.99
15100,2021-09-20,562,2021,Germany,3,1,1,75,2384.07,1481.94,2384.07
13550,2021-09-22,475,2021,France,22,3,1,52,69.99,26.18,69.99
17483,2021-09-22,480,2021,Canada,37,4,2,44,2.29,0.86,4.58
17483,2021-09-22,536,2021,Canada,37,4,1,44,29.99,11.22,29.99
21653,2021-09-30,477,2021,Southwest,28,4,2,58,4.99,1.87,9.98
21653,2021-09-30,479,2021,Southwest,28,4,2,58,8.99,3.36,17.98
21653,2021-09-30,215,2021,Southwest,31,4,1,58,33.64,12.03,33.64
21653,2021-09-30,605,2021,Southwest,2,1,1,58,539.99,343.65,539.99
12345,2021-10-02,484,2021,Australia,29,4,3,46,7.95,2.97,23.85
12345,2021-10-02,528,2021,Australia,37,4,2,46,4.99,1.87,9.98
12345,2021-10-02,535,2021,Australia,37,4,2,46,24.99,9.35,49.98
12345,2021-10-02,480,2021,Australia,37,4,1,46,2.29,0.86,2.29
12345,2021-10-04,462,2021,Australia,20,3,1,46,23.55,9.71,23.55
11276,2021-10-07,528,2021,Canada,37,4,2,58,4.99,1.87,9.98
11276,2021-10-07,535,2021,Canada,37,4,1,58,24.99,9.35,24.99
16956,2021-10-13,581,2021,Northwest,2,1,1,52,1700.99,1082.51,1700.99
11113,2021-10-23,484,2021,Australia,29,4,2,59,7.95,2.97,15.9
29184,2021-10-24,480,2021,Australia,37,4,2,51,2.29,0.86,4.58
29184,2021-10-24,530,2021,Australia,37,4,2,51,4.99,1.87,9.98
29184,2021-10-24,541,2021,Australia,37,4,2,51,28.99,10.84,57.98
29184,2021-10-24,561,2021,Australia,3,1,1,51,2384.07,1481.94,2384.07
11276,2021-10-24,529,2021,Canada,37,4,3,58,3.99,1.49,11.97
11276,2021-10-24,538,2021,Canada,37,4,2,58,21.49,8.04,42.98
11276,2021-10-24,215,2021,Canada,31,4,1,58,33.64,12.03,33.64
29113,2021-10-26,530,2021,Australia,37,4,2,65,4.99,1.87,9.98
29113,2021-10-26,541,2021,Australia,37,4,2,65,28.99,10.84,57.98
29113,2021-10-26,214,2021,Australia,31,4,1,65,34.99,13.09,34.99
29113,2021-10-26,562,2021,Australia,3,1,1,65,2384.07,1481.94,2384.07
28916,2021-10-30,477,2021,United Kingdom,28,4,2,72,4.99,1.87,9.98
28916,2021-10-30,479,2021,United Kingdom,28,4,2,72,8.99,3.36,17.98
28916,2021-10-30,484,2021,United Kingdom,29,4,2,72,7.95,2.97,15.9
28916,2021-10-30,604,2021,United Kingdom,2,1,1,72,539.99,343.65,539.99
11352,2021-11-02,477,2021,France,28,4,2,81,4.99,1.87,9.98
11352,2021-11-02,479,2021,France,28,4,2,81,8.99,3.36,17.98
28308,2021-11-04,477,2021,Australia,28,4,2,58,4.99,1.87,9.98
28308,2021-11-04,479,2021,Australia,28,4,2,58,8.99,3.36,17.98
28308,2021-11-04,214,2021,Australia,31,4,1,58,34.99,13.09,34.99
28308,2021-11-04,604,2021,Australia,2,1,1,58,539.99,343.65,539.99
22071,2021-11-08,223,2021,Southwest,19,3,2,58,8.64,5.71,17.28
22071,2021-11-08,477,2021,Southwest,28,4,2,58,4.99,1.87,9.98
22071,2021-11-08,478,2021,Southwest,28,4,2,58,9.99,3.74,19.98
22071,2021-11-08,232,2021,Southwest,21,3,1,58,48.07,31.72,48.07
13393,2021-11-11,485,2021,Northwest,30,4,2,70,21.98,8.22,43.96
13393,2021-11-11,214,2021,Northwest,31,4,1,70,34.99,13.09,34.99
13393,2021-11-11,362,2021,Northwest,1,1,1,70,2049.1,1105.81,2049.1
25186,2021-11-16,466,2021,Southwest,20,3,2,66,23.55,9.71,47.1
25186,2021-11-16,488,2021,Southwest,21,3,1,66,53.99,41.57,53.99
25186,2021-11-16,574,2021,Southwest,3,1,1,66,2384.07,1481.94,2384.07
21449,2021-11-20,477,2021,Southwest,28,4,2,78,4.99,1.87,9.98
21449,2021-11-20,478,2021,Southwest,28,4,2,78,9.99,3.74,19.98
11276,2021-11-20,477,2021,Canada,28,4,3,58,4.99,1.87,14.97
11276,2021-11-20,479,2021,Canada,28,4,2,58,8.99,3.36,17.98
17954,2021-11-21,528,2021,France,37,4,2,51,4.99,1.87,9.98
17954,2021-11-21,536,2021,France,37,4,2,51,29.99,11.22,59.98
20067,2021-11-22,220,2021,Southwest,31,4,1,47,33.64,12.03,33.64
20067,2021-11-22,389,2021,Southwest,2,1,1,47,1000.44,605.65,1000.44
19702,2021-11-22,475,2021,Southwest,22,3,1,66,69.99,26.18,69.99
11010,2021-11-24,223,2021,Australia,19,3,3,57,8.64,5.71,25.92
11010,2021-11-24,575,2021,Australia,3,1,1,57,2384.07,1481.94,2384.07
13329,2021-11-24,478,2021,Southwest,28,4,2,82,9.99,3.74,19.98
13329,2021-11-24,362,2021,Southwest,1,1,1,82,2049.1,1105.81,2049.1
13329,2021-11-24,477,2021,Southwest,28,4,1,82,4.99,1.87,4.99
13329,2021-11-24,488,2021,Southwest,21,3,1,82,53.99,41.57,53.99
23987,2021-11-25,480,2021,United Kingdom,37,4,2,80,2.29,0.86,4.58
23987,2021-11-25,385,2021,United Kingdom,2,1,1,80,1000.44,605.65,1000.44
23987,2021-11-25,539,2021,United Kingdom,37,4,1,80,24.99,9.35,24.99
11717,2021-11-26,490,2021,Northwest,21,3,1,60,53.99,41.57,53.99
11276,2021-11-28,215,2021,Canada,31,4,1,58,33.64,12.03,33.64
22121,2021-11-29,214,2021,Canada,31,4,1,69,34.99,13.09,34.99
22121,2021-11-29,576,2021,Canada,3,1,1,69,2384.07,1481.94,2384.07
25782,2021-11-29,477,2021,United Kingdom,28,4,2,75,4.99,1.87,9.98
25782,2021-11-29,491,2021,United Kingdom,21,3,1,75,53.99,41.57,53.99
25870,2021-12-06,484,2021,Northwest,29,4,2,74,7.95,2.97,15.9
25870,2021-12-06,528,2021,Northwest,37,4,2,74,4.99,1.87,9.98
25870,2021-12-06,535,2021,Northwest,37,4,2,74,24.99,9.35,49.98
13433,2021-12-12,485,2021,Southwest,30,4,2,65,21.98,8.22,43.96
13433,2021-12-12,220,2021,Southwest,31,4,1,65,33.64,12.03,33.64
13433,2021-12-12,360,2021,Southwest,1,1,1,65,2049.1,1105.81,2049.1
11812,2021-12-20,480,2021,Northwest,37,4,2,54,2.29,0.86,4.58
11812,2021-12-20,354,2021,Northwest,1,1,1,54,2071.42,1117.86,2071.42
17483,2021-12-24,480,2021,Canada,37,4,2,44,2.29,0.86,4.58
17483,2021-12-24,484,2021,Canada,29,4,2,44,7.95,2.97,15.9
17483,2021-12-24,485,2021,Canada,30,4,2,44,21.98,8.22,43.96
21074,2021-12-26,482,2021,United Kingdom,23,3,2,56,8.99,3.36,17.98
21074,2021-12-26,528,2021,United Kingdom,37,4,2,56,4.99,1.87,9.98
21074,2021-12-26,536,2021,United Kingdom,37,4,2,56,29.99,11.22,59.98
22623,2021-12-30,477,2021,Germany,28,4,2,69,4.99,1.87,9.98
22623,2021-12-30,479,2021,Germany,28,4,2,69,8.99,3.36,17.98
22623,2021-12-30,604,2021,Germany,2,1,1,69,539.99,343.65,539.99
24961,2022-01-05,215,2022,Northwest,31,4,1,75,33.64,12.03,33.64
24961,2022-01-05,529,2022,Northwest,37,4,1,75,3.99,1.49,3.99
24961,2022-01-05,540,2022,Northwest,37,4,1,75,32.6,12.19,32.6
26018,2022-01-07,220,2022,Northwest,31,4,1,64,33.64,12.03,33.64
26018,2022-01-07,232,2022,Northwest,21,3,1,64,48.07,31.72,48.07
26018,2022-01-07,576,2022,Northwest,3,1,1,64,2384.07,1481.94,2384.07
15100,2022-01-08,478,2022,Germany,28,4,2,76,9.99,3.74,19.98
15100,2022-01-08,485,2022,Germany,30,4,2,76,21.98,8.22,43.96
15100,2022-01-08,356,2022,Germany,1,1,1,76,2071.42,1117.86,2071.42
11906,2022-01-13,575,2022,Australia,3,1,1,55,2384.07,1481.94,2384.07
17712,2022-01-14,528,2022,France,37,4,2,64,4.99,1.87,9.98
17712,2022-01-14,536,2022,France,37,4,2,64,29.99,11.22,59.98
17712,2022-01-14,485,2022,France,30,4,1,64,21.98,8.22,21.98
11874,2022-01-20,480,2022,Southwest,37,4,2,55,2.29,0.86,4.58
11874,2022-01-20,485,2022,Southwest,30,4,2,55,21.98,8.22,43.96
11874,2022-01-20,528,2022,Southwest,37,4,2,55,4.99,1.87,9.98
11874,2022-01-20,537,2022,Southwest,37,4,1,55,35.0,13.09,35.0
11276,2022-01-20,529,2022,Canada,37,4,2,59,3.99,1.49,7.98
11276,2022-01-20,480,2022,Canada,37,4,1,59,2.29,0.86,2.29
11276,2022-01-20,484,2022,Canada,29,4,1,59,7.95,2.97,7.95
11276,2022-01-22,541,2022,Canada,37,4,2,59,28.99,10.84,57.98
17194,2022-01-24,466,2022,Germany,20,3,2,68,23.55,9.71,47.1
17194,2022-01-24,478,2022,Germany,28,4,2,68,9.99,3.74,19.98
17194,2022-01-24,485,2022,Germany,30,4,2,68,21.98,8.22,43.96
17194,2022-01-24,487,2022,Germany,32,4,1,68,54.99,20.57,54.99
27785,2022-01-25,529,2022,United Kingdom,37,4,3,91,3.99,1.49,11.97
27785,2022-01-25,214,2022,United Kingdom,31,4,1,91,34.99,13.09,34.99
16586,2022-01-26,214,2022,France,31,4,1,69,34.99,13.09,34.99
16586,2022-01-26,537,2022,France,37,4,1,69,35.0,13.09,35.0
11276,2022-01-27,529,2022,Canada,37,4,2,59,3.99,1.49,7.98
11276,2022-01-27,538,2022,Canada,37,4,2,59,21.49,8.04,42.98
11285,2022-01-28,528,2022,Southwest,37,4,3,60,4.99,1.87,14.97
11285,2022-01-28,485,2022,Southwest,30,4,2,60,21.98,8.22,43.96
11285,2022-01-28,472,2022,Southwest,25,3,1,60,63.5,23.75,63.5
11285,2022-01-28,537,2022,Southwest,37,4,1,60,35.0,13.09,35.0
11754,2022-01-31,466,2022,Australia,20,3,3,52,23.55,9.71,70.65
11754,2022-01-31,215,2022,Australia,31,4,1,52,33.64,12.03,33.64
11754,2022-01-31,574,2022,Australia,3,1,1,52,2384.07,1481.94,2384.07
14968,2022-01-31,223,2022,United Kingdom,19,3,3,58,8.64,5.71,25.92
14968,2022-01-31,477,2022,United Kingdom,28,4,3,58,4.99,1.87,14.97
14968,2022-01-31,214,2022,United Kingdom,31,4,1,58,34.99,13.09,34.99
20709,2022-02-06,539,2022,Southwest,37,4,3,59,24.99,9.35,74.97
20709,2022-02-06,529,2022,Southwest,37,4,2,59,3.99,1.49,7.98
20709,2022-02-06,580,2022,Southwest,2,1,1,59,1700.99,1082.51,1700.99
26201,2022-02-08,223,2022,Southwest,19,3,3,54,8.64,5.71,25.92
26201,2022-02-08,530,2022,Southwest,37,4,2,54,4.99,1.87,9.98
26201,2022-02-08,541,2022,Southwest,37,4,2,54,28.99,10.84,57.98
26201,2022-02-08,575,2022,Southwest,3,1,1,54,2384.07,1481.94,2384.07
28231,2022-02-11,538,2022,Northwest,37,4,2,66,21.49,8.04,42.98
28231,2022-02-11,480,2022,Northwest,37,4,1,66,2.29,0.86,2.29
11276,2022-02-16,489,2022,Canada,21,3,1,59,53.99,41.57,53.99
11276,2022-02-17,223,2022,Canada,19,3,2,59,8.64,5.71,17.28
11276,2022-02-17,528,2022,Canada,37,4,2,59,4.99,1.87,9.98
11276,2022-02-17,215,2022,Canada,31,4,1,59,33.64,12.03,33.64
11276,2022-02-17,490,2022,Canada,21,3,1,59,53.99,41.57,53.99
11276,2022-02-17,535,2022,Canada,37,4,1,59,24.99,9.35,24.99
11276,2022-02-18,480,2022,Canada,37,4,2,59,2.29,0.86,4.58
11276,2022-02-18,539,2022,Canada,37,4,2,59,24.99,9.35,49.98
27813,2022-02-19,538,2022,Germany,37,4,3,45,21.49,8.04,64.47
27813,2022-02-19,480,2022,Germany,37,4,2,45,2.29,0.86,4.58
20229,2022-02-20,528,2022,Australia,37,4,2,57,4.99,1.87,9.98
20229,2022-02-20,536,2022,Australia,37,4,2,57,29.99,11.22,59.98
20229,2022-02-20,215,2022,Australia,31,4,1,57,33.64,12.03,33.64
21433,2022-02-20,477,2022,Southwest,28,4,2,57,4.99,1.87,9.98
21433,2022-02-20,478,2022,Southwest,28,4,2,57,9.99,3.74,19.98
21433,2022-02-20,488,2022,Southwest,21,3,1,57,53.99,41.57,53.99
28431,2022-02-22,480,2022,France,37,4,3,47,2.29,0.86,6.87
28431,2022-02-22,529,2022,France,37,4,2,47,3.99,1.49,7.98
28431,2022-02-22,486,2022,France,27,4,1,47,159.0,59.47,159.0
28431,2022-02-22,540,2022,France,37,4,1,47,32.6,12.19,32.6
12399,2022-02-24,478,2022,Germany,28,4,3,51,9.99,3.74,29.97
12399,2022-02-24,223,2022,Germany,19,3,2,51,8.64,5.71,17.28
12399,2022-02-24,477,2022,Germany,28,4,2,51,4.99,1.87,9.98
12399,2022-02-24,215,2022,Germany,31,4,1,51,33.64,12.03,33.64
27994,2022-02-24,530,2022,Northwest,37,4,3,85,4.99,1.87,14.97
27994,2022-02-24,480,2022,Northwest,37,4,2,85,2.29,0.86,4.58
25168,2022-02-24,480,2022,Southwest,37,4,3,67,2.29,0.86,6.87
25168,2022-02-24,529,2022,Southwest,37,4,1,67,3.99,1.49,3.99
25168,2022-02-24,540,2022,Southwest,37,4,1,67,32.6,12.19,32.6
22911,2022-02-27,477,2022,Australia,28,4,3,54,4.99,1.87,14.97
22911,2022-02-27,220,2022,Australia,31,4,1,54,33.64,12.03,33.64
27708,2022-03-03,464,2022,Australia,20,3,2,58,23.55,9.71,47.1
27708,2022-03-03,530,2022,Australia,37,4,2,58,4.99,1.87,9.98
27708,2022-03-03,215,2022,Australia,31,4,1,58,33.64,12.03,33.64
11276,2022-03-05,528,2022,Canada,37,4,2,59,4.99,1.87,9.98
11276,2022-03-05,536,2022,Canada,37,4,2,59,29.99,11.22,59.98
11276,2022-03-05,480,2022,Canada,37,4,1,59,2.29,0.86,2.29
18277,2022-03-10,477,2022,Australia,28,4,2,60,4.99,1.87,9.98
18277,2022-03-10,479,2022,Australia,28,4,2,60,8.99,3.36,17.98
18277,2022-03-10,215,2022,Australia,31,4,1,60,33.64,12.03,33.64
18277,2022-03-10,379,2022,Australia,2,1,1,60,2181.56,1320.68,2181.56
27225,2022-03-12,464,2022,Southwest,20,3,2,65,23.55,9.71,47.1
27225,2022-03-12,529,2022,Southwest,37,4,2,65,3.99,1.49,7.98
24787,2022-03-14,223,2022,Northwest,19,3,3,52,8.64,5.71,25.92
24787,2022-03-14,562,2022,Northwest,3,1,1,52,2384.07,1481.94,2384.07
27852,2022-03-14,214,2022,United Kingdom,31,4,1,83,34.99,13.09,34.99
27852,2022-03-14,584,2022,United Kingdom,2,1,1,83,539.99,343.65,539.99
21320,2022-03-19,477,2022,Northwest,28,4,2,62,4.99,1.87,9.98
21320,2022-03-19,220,2022,Northwest,31,4,1,62,33.64,12.03,33.64
21320,2022-03-19,232,2022,Northwest,21,3,1,62,48.07,31.72,48.07
21320,2022-03-19,478,2022,Northwest,28,4,1,62,9.99,3.74,9.99
23619,2022-03-19,480,2022,Germany,37,4,3,69,2.29,0.86,6.87
23619,2022-03-19,528,2022,Germany,37,4,2,69,4.99,1.87,9.98
23619,2022-03-19,536,2022,Germany,37,4,2,69,29.99,11.22,59.98
23619,2022-03-19,589,2022,Germany,1,1,1,69,769.49,419.78,769.49
14462,2022-03-20,485,2022,Southwest,30,4,2,60,21.98,8.22,43.96
15975,2022-03-21,528,2022,Northwest,37,4,2,62,4.99,1.87,9.98
15975,2022-03-21,480,2022,Northwest,37,4,1,62,2.29,0.86,2.29
15975,2022-03-21,486,2022,Northwest,27,4,1,62,159.0,59.47,159.0
26732,2022-03-23,530,2022,Southwest,37,4,2,70,4.99,1.87,9.98
26732,2022-03-23,541,2022,Southwest,37,4,2,70,28.99,10.84,57.98
26732,2022-03-23,487,2022,Southwest,32,4,1,70,54.99,20.57,54.99
23501,2022-03-27,480,2022,Southwest,37,4,2,86,2.29,0.86,4.58
23501,2022-03-27,528,2022,Southwest,37,4,2,86,4.99,1.87,9.98
23501,2022-03-27,536,2022,Southwest,37,4,2,86,29.99,11.22,59.98
16148,2022-04-01,354,2022,Southwest,1,1,1,64,2071.42,1117.86,2071.42
11276,2022-04-07,480,2022,Canada,37,4,2,59,2.29,0.86,4.58
11276,2022-04-07,484,2022,Canada,29,4,1,59,7.95,2.97,7.95
28941,2022-04-24,477,2022,Australia,28,4,2,48,4.99,1.87,9.98
28941,2022-04-24,478,2022,Australia,28,4,2,48,9.99,3.74,19.98
28941,2022-04-24,487,2022,Australia,32,4,1,48,54.99,20.57,54.99
11285,2022-04-28,480,2022,Southwest,37,4,2,60,2.29,0.86,4.58
22450,2022-05-01,536,2022,Germany,37,4,2,53,29.99,11.22,59.98
22450,2022-05-01,588,2022,Germany,1,1,1,53,769.49,419.78,769.49
11276,2022-05-06,464,2022,Canada,20,3,2,59,23.55,9.71,47.1
11276,2022-05-06,477,2022,Canada,28,4,2,59,4.99,1.87,9.98
11276,2022-05-06,478,2022,Canada,28,4,2,59,9.99,3.74,19.98
11276,2022-05-06,220,2022,Canada,31,4,1,59,33.64,12.03,33.64
22658,2022-05-09,541,2022,France,37,4,2,58,28.99,10.84,57.98
11276,2022-05-11,220,2022,Canada,31,4,1,59,33.64,12.03,33.64
11276,2022-05-11,530,2022,Canada,37,4,1,59,4.99,1.87,4.99
27236,2022-05-12,530,2022,Northwest,37,4,2,63,4.99,1.87,9.98
27236,2022-05-12,541,2022,Northwest,37,4,2,63,28.99,10.84,57.98
11276,2022-05-15,540,2022,Canada,37,4,1,59,32.6,12.19,32.6
25906,2022-05-16,480,2022,Australia,37,4,3,78,2.29,0.86,6.87
25906,2022-05-16,529,2022,Australia,37,4,2,78,3.99,1.49,7.98
12130,2022-05-17,479,2022,Germany,28,4,3,66,8.99,3.36,26.97
12130,2022-05-17,477,2022,Germany,28,4,2,66,4.99,1.87,9.98
12130,2022-05-17,564,2022,Germany,3,1,1,66,2384.07,1481.94,2384.07
12816,2022-05-17,485,2022,Germany,30,4,3,56,21.98,8.22,65.94
12816,2022-05-17,484,2022,Germany,29,4,2,56,7.95,2.97,15.9
12816,2022-05-17,362,2022,Germany,1,1,1,56,2049.1,1105.81,2049.1
12816,2022-05-17,483,2022,Germany,26,4,1,56,120.0,44.88,120.0
11276,2022-05-18,528,2022,Canada,37,4,1,59,4.99,1.87,4.99
11276,2022-05-18,537,2022,Canada,37,4,1,59,35.0,13.09,35.0
11276,2022-05-26,477,2022,Canada,28,4,2,59,4.99,1.87,9.98
18115,2022-05-26,223,2022,Northwest,19,3,2,70,8.64,5.71,17.28
18115,2022-05-26,477,2022,Northwest,28,4,2,70,4.99,1.87,9.98
24331,2022-06-03,479,2022,Southwest,28,4,2,54,8.99,3.36,17.98
24331,2022-06-03,606,2022,Southwest,2,1,1,54,539.99,343.65,539.99
26243,2022-06-09,535,2022,Northwest,37,4,2,56,24.99,9.35,49.98
26243,2022-06-09,480,2022,Northwest,37,4,1,56,2.29,0.86,2.29
18429,2022-06-11,485,2022,Northwest,30,4,2,69,21.98,8.22,43.96
18429,2022-06-11,352,2022,Northwest,1,1,1,69,2071.42,1117.86,2071.42
21910,2022-06-16,381,2022,Germany,2,1,1,48,1000.44,605.65,1000.44
21910,2022-06-16,488,2022,Germany,21,3,1,48,53.99,41.57,53.99
11276,2022-06-18,529,2022,Canada,37,4,2,59,3.99,1.49,7.98
11276,2022-06-18,540,2022,Canada,37,4,1,59,32.6,12.19,32.6
11276,2022-06-18,540,2022,Canada,37,4,1,59,32.6,12.19,32.6
11276,2022-06-20,480,2022,Canada,37,4,2,59,2.29,0.86,4.58
11276,2022-06-20,484,2022,Canada,29,4,2,59,7.95,2.97,15.9
11276,2022-06-20,530,2022,Canada,37,4,1,59,4.99,1.87,4.99
11437,2022-06-21,489,2022,France,21,3,1,73,53.99,41.57,53.99
15594,2022-06-26,214,2022,Australia,31,4,1,55,34.99,13.09,34.99
11276,2022-06-26,540,2022,Canada,37,4,1,59,32.6,12.19,32.6
11717,2022-06-30,220,2022,Northwest,31,4,1,61,33.64,12.03,33.64
11717,2022-06-30,471,2022,Northwest,25,3,1,61,63.5,23.75,63.5
11717,2022-06-30,528,2022,Northwest,37,4,1,61,4.99,1.87,4.99
11717,2022-06-30,537,2022,Northwest,37,4,1,61,35.0,13.09,35.0
